src,dst,Protocol,pktrate,pktperflow,dur,dur_nsec,bytecount,pktcount
14.0,16.0,3,136,4088,320,801000000,143913198,135003
16.0,14.0,1,0,29,491,123000000,46942,479
3.0,16.0,1,0,29,893,206000000,85554,873
2.0,12.0,2,330,9917,216,73000000,4300344,65150
16.0,3.0,1,0,29,690,171000000,65954,673
3.0,13.0,3,450,13527,147,256000000,70670470,66295
12.0,13.0,3,148,4461,477,537000000,135452706,129993
0.0,15.0,1,0,29,440,184000000,42042,429
7.0,17.0,1,1,30,751,612000000,71932,734
0.0,15.0,3,446,13385,73,246000000,35086324,32914
16.0,11.0,1,307,9214,131,145000000,37903792,36376
1.0,16.0,3,196,5880,410,758000000,120759464,115892
12.0,8.0,2,435,13062,202,424000000,99006118,86687
10.0,16.0,3,451,13534,199,456000000,96089240,90140
17.0,13.0,3,0,0,23,955000000,12670476,11886
1.0,16.0,1,0,29,163,22000000,15582,159
14.0,16.0,3,449,13478,80,625000000,38555088,36168
12.0,5.0,2,278,8348,32,413000000,528148,9106
2.0,15.0,1,0,0,10,894000000,980,10
4.0,16.0,3,308,9266,330,872000000,107334336,103008
12.0,8.0,2,264,7921,312,273000000,144664072,129676
16.0,13.0,3,450,13527,143,623000000,70358132,66002
16.0,13.0,1,0,29,1521,412000000,135624052,131674
15.0,15.0,1,0,29,551,89000000,52626,537
16.0,2.0,1,0,27,822,922000000,77420,790
10.0,16.0,3,451,13533,229,460000000,110515418,103673
16.0,3.0,1,0,29,570,155000000,54488,556
0.0,15.0,1,0,29,1641,407000000,135635518,131791
17.0,1.0,1,1,30,923,231000000,88494,903
2.0,16.0,3,448,13454,50,257000000,24190738,22693
12.0,1.0,1,0,29,172,859000000,16464,168
12.0,7.0,2,285,8550,200,228000000,3423740,59030
12.0,1.0,2,269,8098,368,955000000,5850522,108343
0.0,4.0,2,265,7957,384,491000000,6371532,109854
10.0,15.0,1,1,30,880,44000000,84182,859
17.0,12.0,1,0,0,23,56000000,2156,22
17.0,13.0,1,0,29,138,162000000,13132,134
1.0,11.0,3,273,8196,346,498000000,107932444,103582
16.0,13.0,3,326,9784,58,311000000,25627706,24041
14.0,16.0,3,455,13663,110,626000000,53119846,49831
13.0,5.0,2,303,9112,142,154000000,2463550,42475
16.0,13.0,1,0,0,28,138000000,2646,27
0.0,5.0,2,278,8362,195,132000000,3218616,59604
18.0,10.0,1,1,30,221,573000000,21168,216
18.0,13.0,1,1,30,248,325000000,23716,242
1.0,11.0,1,0,29,143,102000000,13622,139
1.0,11.0,3,0,0,17,57000000,8321196,7806
0.0,4.0,2,332,9985,290,493000000,5945646,90081
13.0,16.0,3,451,13531,250,554000000,120254394,112809
1.0,11.0,1,272,8171,62,441000000,17040868,16354
3.0,15.0,3,446,13385,221,868000000,106866500,100250
3.0,15.0,3,453,13615,161,864000000,78179374,73339
1.0,15.0,3,312,9387,203,344000000,66260780,63590
1.0,16.0,3,308,9243,230,304000000,74164350,71175
2.0,11.0,1,0,29,478,492000000,45766,467
1.0,11.0,1,1,30,228,470000000,21854,223
5.0,11.0,2,600,18003,232,835000000,7384986,136759
1.0,16.0,3,0,0,20,479000000,6626078,6359
7.0,13.0,2,443,13305,81,337000000,39623504,34388
14.0,16.0,3,446,13387,50,674000000,24203530,22705
16.0,0.0,1,1,30,190,904000000,18228,186
17.0,17.0,1,0,29,422,914000000,40376,412
1.0,15.0,3,314,9439,143,363000000,46866034,44977
0.0,3.0,2,293,8805,181,265000000,3721602,56383
18.0,9.0,1,0,29,1021,634000000,97804,998
1.0,15.0,3,312,9387,203,366000000,66267032,63596
18.0,13.0,3,448,13443,115,331000000,55993782,52527
12.0,15.0,3,451,13532,263,123000000,126365772,118542
3.0,0.0,2,323,9719,120,337000000,2579220,39076
16.0,14.0,1,1,59,980,125000000,135568094,131103
8.0,3.0,2,310,9316,77,962000000,1460556,25182
2.0,11.0,1,1,30,1731,439000000,184142,1879
14.0,16.0,2,233,7005,423,177000000,7157374,123403
3.0,13.0,3,272,8167,407,81000000,119364226,114553
3.0,17.0,2,0,0,24,5000000,504726,7647
15.0,17.0,1,300,9006,411,108000000,128063884,122902
0.0,15.0,3,451,13532,133,252000000,63930152,59972
15.0,15.0,1,0,29,571,291000000,54586,557
0.0,16.0,3,451,13537,250,568000000,120287440,112840
11.0,16.0,3,0,0,10,735000000,3526128,3384
4.0,11.0,2,0,0,23,899000000,745038,13797
1.0,13.0,1,0,29,283,3000000,27048,276
18.0,3.0,2,0,0,11,271000000,5465390,4963
3.0,16.0,1,1,30,452,841000000,43316,442
1.0,16.0,3,246,7398,440,558000000,128452550,123275
13.0,11.0,3,299,8972,237,460000000,67777932,65046
3.0,13.0,3,235,7070,407,535000000,124511706,119493
6.0,11.0,2,328,9858,153,290000000,3279450,49687
12.0,13.0,3,274,8223,287,410000000,90908248,87244
13.0,16.0,3,0,0,10,655000000,4968626,4661
1.0,11.0,3,305,9168,346,651000000,102557808,98424
17.0,13.0,3,235,7070,406,962000000,124411674,119397
0.0,6.0,2,228,6841,319,160000000,5313322,91609
0.0,16.0,3,288,8641,309,762000000,143686140,134790
16.0,2.0,1,0,29,730,11000000,69776,712
3.0,10.0,2,235,7050,301,244000000,6107484,92532
0.0,15.0,3,451,13532,162,904000000,78317954,73469
16.0,17.0,2,312,9382,308,905000000,147084202,133933
10.0,15.0,1,1,30,289,946000000,27734,283
12.0,0.0,2,238,7166,411,118000000,6528828,112566
13.0,16.0,3,449,13494,190,528000000,91467064,85804
10.0,15.0,1,0,29,1131,371000000,135586714,131293
13.0,16.0,3,294,8845,310,600000000,143859898,134953
2.0,11.0,2,277,8335,76,572000000,1370656,23632
13.0,17.0,2,297,8936,318,443000000,5674778,97841
17.0,13.0,3,448,13457,207,247000000,99482318,93323
10.0,11.0,3,440,13212,77,10000000,36824970,34545
4.0,16.0,3,313,9402,120,869000000,39558488,37964
12.0,13.0,3,294,8825,256,386000000,82171078,78859
3.0,0.0,2,279,8397,311,321000000,147082226,133681
12.0,15.0,3,96,2900,323,127000000,143885482,134977
17.0,10.0,2,592,17772,411,95000000,13165902,243813
13.0,15.0,1,0,24,1029,975000000,97902,999
16.0,13.0,1,0,29,348,185000000,33222,339
14.0,2.0,1,0,29,131,556000000,12544,128
1.0,15.0,3,207,6237,413,412000000,123764592,118776
1.0,15.0,3,312,9387,203,394000000,66270158,63599
1.0,12.0,1,0,29,963,277000000,92218,941
11.0,16.0,3,314,9432,130,740000000,43115876,41378
16.0,0.0,1,1,30,1611,401000000,135632676,131762
14.0,3.0,1,1,30,468,340000000,44786,457
4.0,16.0,2,0,0,19,165000000,9192298,8125
0.0,16.0,3,451,13533,160,559000000,77120836,72346
3.0,15.0,1,0,29,170,127000000,16170,165
13.0,11.0,2,601,18037,263,918000000,8645022,160093
13.0,11.0,3,451,13536,187,141000000,89873394,84309
15.0,15.0,1,1,59,891,331000000,135551140,130930
18.0,13.0,2,296,8896,361,364000000,6356800,109600
3.0,10.0,2,280,8407,434,55000000,7041142,121399
16.0,0.0,1,0,29,440,178000000,42042,429
16.0,11.0,2,125,3775,496,712000000,6845526,126769
0.0,16.0,3,451,13533,130,293000000,62610444,58734
9.0,17.0,1,0,29,971,659000000,92904,948
16.0,5.0,2,303,9109,254,236000000,4492796,77462
10.0,15.0,1,1,30,150,116000000,14308,146
4.0,16.0,3,265,7952,390,882000000,124364784,119352
0.0,11.0,3,0,0,7,122000000,3485820,3270
14.0,15.0,1,1,30,541,851000000,51842,529
4.0,16.0,3,86,2604,450,898000000,135458958,129999
13.0,16.0,3,455,13663,160,526000000,77082460,72310
10.0,15.0,1,0,29,1610,193000000,135632480,131760
1.0,16.0,3,303,9109,140,295000000,45079004,43262
14.0,16.0,3,455,13663,110,626000000,53119846,49831
3.0,15.0,2,363,10891,480,147000000,13469544,249436
3.0,16.0,1,0,29,963,328000000,92218,941
16.0,14.0,1,0,29,770,243000000,73598,751
16.0,2.0,1,0,29,41,56000000,3822,39
3.0,15.0,1,0,29,531,187000000,50764,518
16.0,11.0,1,0,29,141,49000000,13426,137
17.0,1.0,1,269,8071,360,296000000,104410484,100202
12.0,1.0,1,0,29,253,143000000,23814,243
0.0,16.0,3,451,13533,129,744000000,62458006,58591
10.0,16.0,3,443,13307,288,837000000,139000004,130394
4.0,0.0,2,260,7806,340,306000000,5397786,99959
17.0,17.0,2,322,9672,68,865000000,1473648,22326
16.0,13.0,3,242,7261,387,490000000,116461214,111767
3.0,0.0,2,293,8815,143,37000000,2541096,43812
1.0,16.0,3,280,8407,260,502000000,82991132,79646
14.0,17.0,2,256,7703,54,319000000,915120,13864
16.0,11.0,1,1,30,658,218000000,62916,642
12.0,1.0,1,337,10137,251,919000000,89756838,86139
13.0,2.0,2,553,16610,381,669000000,12479724,231106
5.0,17.0,1,0,29,291,695000000,27832,284
3.0,17.0,2,0,0,1,274000000,583154,473
10.0,15.0,1,0,29,551,126000000,52626,537
5.0,12.0,2,327,9834,296,253000000,6098892,92400
1.0,12.0,1,0,29,472,835000000,45178,461
4.0,16.0,3,86,2604,450,881000000,135455832,129996
12.0,13.0,3,446,13393,42,755000000,22329502,20947
4.0,16.0,3,268,8040,420,880000000,132742464,127392
1.0,15.0,3,310,9310,293,400000000,95309656,91468
9.0,15.0,3,236,7106,423,443000000,135447496,129988
18.0,13.0,2,558,16748,412,970000000,12888450,238675
17.0,0.0,2,447,13435,170,539000000,83409700,74838
16.0,0.0,1,1,30,69,949000000,6664,68
3.0,16.0,1,295,8853,382,684000000,110553074,106097
13.0,11.0,3,451,13530,83,13000000,41567604,38994
16.0,0.0,2,286,8602,143,941000000,2298996,42574
16.0,0.0,1,1,59,1010,132000000,135573876,131162
5.0,11.0,2,72,2169,505,607000000,7469240,128780
2.0,13.0,3,220,6607,447,500000000,130804344,125532
12.0,15.0,1,293,8810,219,847000000,62921170,60385
18.0,3.0,2,301,9039,199,989000000,3574830,61635
13.0,16.0,3,450,13525,70,657000000,33926516,31826
14.0,3.0,1,0,29,78,152000000,7350,75
3.0,10.0,2,450,13500,476,131000000,13986594,259011
17.0,17.0,1,0,29,92,800000000,8820,90
17.0,17.0,2,583,17510,240,673000000,7856082,145483
12.0,6.0,2,443,13312,83,256000000,40729602,35809
0.0,15.0,1,0,29,921,202000000,88102,899
0.0,15.0,3,451,13535,190,606000000,92421134,86699
10.0,15.0,1,297,8924,230,61000000,55459478,53427
12.0,2.0,1,68,2055,401,928000000,134335682,128921
14.0,3.0,1,0,29,181,862000000,17346,177
10.0,17.0,2,0,0,16,360000000,564408,10452
1.0,16.0,3,280,8407,260,307000000,82924444,79582
14.0,10.0,2,285,8556,57,220000000,953640,17660
6.0,12.0,2,301,9055,47,981000000,868724,14978
5.0,0.0,2,607,18210,136,691000000,4528332,83858
13.0,5.0,2,330,9917,216,127000000,4300344,65150
0.0,16.0,3,450,13529,40,549000000,19488612,18282
10.0,15.0,1,0,29,349,949000000,33418,341
16.0,14.0,1,0,29,611,157000000,58408,596
1.0,16.0,3,267,8012,320,312000000,99553722,95541
3.0,0.0,2,606,18185,180,750000000,5615676,103994
2.0,13.0,3,449,13491,173,968000000,84656390,79415
16.0,0.0,1,0,29,170,950000000,16268,166
14.0,2.0,1,0,29,701,859000000,67130,685
5.0,15.0,2,0,0,9,507000000,206118,3817
12.0,1.0,1,1,30,793,158000000,76048,776
16.0,6.0,2,262,7867,264,600000000,4606476,79422
17.0,12.0,1,0,29,453,225000000,43414,443
1.0,13.0,1,270,8118,292,482000000,83797640,80420
9.0,15.0,3,313,9405,153,436000000,50067058,48049
0.0,15.0,3,451,13535,190,606000000,92421134,86699
16.0,11.0,1,297,8924,246,611000000,71928218,69029
18.0,7.0,1,0,29,621,362000000,59388,606
18.0,13.0,3,78,2369,266,808000000,116133238,108943
10.0,13.0,3,429,12883,28,620000000,15339740,14390
3.0,13.0,3,0,0,28,111000000,0,0
12.0,0.0,3,450,13526,257,341000000,123441734,115799
16.0,13.0,1,0,29,901,919000000,86240,880
3.0,0.0,2,501,15038,320,566000000,10013652,185438
14.0,2.0,1,1,30,41,500000000,3920,40
16.0,0.0,1,0,29,549,978000000,52528,536
18.0,13.0,3,455,13671,146,689000000,70580926,66211
8.0,3.0,2,311,9353,126,989000000,2176956,40314
4.0,11.0,2,612,18373,230,894000000,7659522,141843
1.0,15.0,3,202,6086,353,353000000,110624972,106166
4.0,16.0,3,308,9266,330,872000000,107334336,103008
3.0,15.0,1,0,0,21,119000000,1960,20
3.0,13.0,3,449,13492,77,69000000,36980606,34691
17.0,10.0,2,314,9424,158,816000000,3338046,50575
12.0,13.0,1,0,29,308,328000000,29400,300
10.0,17.0,1,0,29,391,610000000,37436,382
5.0,15.0,2,332,9989,51,131000000,1132880,17164
16.0,13.0,1,0,29,1610,182000000,135632480,131760
10.0,15.0,1,0,29,71,28000000,6664,68
9.0,15.0,3,236,7106,423,443000000,135447496,129988
16.0,0.0,1,1,30,881,166000000,84280,860
12.0,15.0,1,1,30,418,174000000,39984,408
12.0,1.0,1,1,30,273,171000000,25774,263
5.0,15.0,2,275,8259,94,265000000,1753902,26567
10.0,15.0,1,0,29,129,909000000,12348,126
7.0,13.0,2,326,9787,41,210000000,892272,13518
12.0,8.0,2,264,7924,367,831000000,5713928,98516
17.0,3.0,1,0,29,142,797000000,13622,139
5.0,11.0,2,283,8506,77,297000000,1291572,23918
18.0,13.0,1,0,0,8,268000000,686,7
3.0,13.0,3,449,13492,72,761000000,36711974,34439
10.0,16.0,3,450,13525,109,451000000,52888524,49614
10.0,17.0,1,1,30,691,535000000,66248,676
3.0,15.0,3,450,13526,192,885000000,92789970,87045
14.0,7.0,2,296,8903,301,168000000,6212154,94115
12.0,2.0,1,1,30,128,303000000,12250,125
9.0,15.0,3,313,9405,153,464000000,50070184,48052
13.0,1.0,2,282,8488,139,37000000,2641170,40013
13.0,16.0,3,443,13299,280,271000000,134361838,126043
3.0,0.0,2,318,9555,301,294000000,6318864,95734
1.0,16.0,3,308,9256,110,292000000,35587426,34153
3.0,10.0,2,452,13576,224,141000000,109815138,98533
12.0,6.0,2,285,8575,293,277000000,4670946,86499
18.0,9.0,1,0,29,601,488000000,57526,587
10.0,16.0,1,1,30,763,265000000,73010,745
12.0,6.0,2,281,8430,272,433000000,4592556,79182
9.0,15.0,3,312,9373,123,434000000,40267048,38644
0.0,6.0,2,331,9950,90,325000000,1937730,29357
2.0,15.0,1,0,29,490,4000000,46844,478
0.0,6.0,2,301,9052,165,448000000,2940310,50695
14.0,3.0,2,82,2468,483,334000000,7019946,129999
8.0,3.0,2,452,13564,174,77000000,85373336,77636
15.0,12.0,2,451,13535,280,668000000,137350750,124927
10.0,13.0,1,0,29,528,381000000,50470,515
16.0,2.0,1,0,29,699,923000000,66836,682
7.0,11.0,2,592,17762,172,251000000,4608954,85351
15.0,1.0,1,0,29,533,171000000,51058,521
12.0,13.0,1,1,30,748,502000000,71638,731
13.0,14.0,2,310,9323,135,918000000,2406420,41490
1.0,11.0,3,289,8683,285,907000000,83150558,79799
16.0,16.0,2,446,13393,158,681000000,77463192,70436
0.0,15.0,3,0,0,13,242000000,6398132,6002
0.0,15.0,1,1,30,290,178000000,27734,283
5.0,12.0,2,307,9212,110,400000000,1938534,33423
4.0,16.0,2,439,13198,79,143000000,38595336,34304
3.0,7.0,2,313,9392,138,412000000,2551826,43997
18.0,10.0,1,0,29,571,899000000,54684,558
15.0,16.0,3,439,13188,300,856000000,143914264,135004
14.0,16.0,2,556,16703,270,904000000,8251956,152814
10.0,13.0,3,256,7689,147,308000000,43388880,41640
16.0,0.0,1,0,29,379,956000000,36260,370
3.0,13.0,3,447,13420,117,237000000,56213378,52733
2.0,11.0,1,342,10265,314,418000000,110977168,106504
2.0,12.0,2,276,8287,258,630000000,4243158,78577
13.0,16.0,2,306,9193,222,744000000,3746898,69387
15.0,17.0,2,449,13470,158,909000000,77810348,70798
14.0,14.0,2,326,9807,184,352000000,3872574,58673
9.0,15.0,3,311,9335,333,436000000,108679558,104299
2.0,13.0,1,301,9049,139,9000000,42824116,41098
4.0,1.0,1,1,30,512,861000000,49098,501
10.0,11.0,1,1,30,1001,153000000,95746,977
0.0,11.0,3,451,13531,97,132000000,46648160,43760
16.0,14.0,1,0,29,631,293000000,60368,616
10.0,15.0,1,0,29,770,225000000,73598,751
15.0,15.0,1,0,0,9,797000000,882,9
0.0,16.0,3,451,13533,159,747000000,76884184,72124
18.0,13.0,3,451,13538,133,341000000,65614432,61552
5.0,15.0,2,442,13262,124,324000000,60793280,53548
10.0,11.0,3,440,13212,77,10000000,36824970,34545
10.0,17.0,1,0,29,661,620000000,63308,646
14.0,1.0,2,334,10032,244,322000000,5194092,78696
0.0,15.0,1,0,29,661,259000000,63210,645
1.0,15.0,3,312,9387,203,394000000,66270158,63599
0.0,11.0,3,0,0,7,122000000,3485820,3270
0.0,15.0,3,443,13308,223,260000000,106969902,100347
17.0,13.0,3,450,13527,143,623000000,70358132,66002
16.0,12.0,2,450,13500,161,89000000,78847688,71908
2.0,16.0,3,451,13536,229,292000000,110351254,103519
12.0,7.0,2,288,8640,181,202000000,2937062,50639
1.0,16.0,3,196,5880,410,758000000,120759464,115892
18.0,13.0,1,319,9579,317,256000000,106267328,101984
18.0,7.0,1,0,29,801,473000000,76636,782
16.0,13.0,3,454,13640,266,751000000,128172642,120237
1.0,14.0,1,1,30,93,132000000,8918,91
9.0,15.0,3,313,9400,213,470000000,69718136,66908
3.0,15.0,3,446,13388,41,852000000,20401108,19138
11.0,16.0,3,324,9741,70,781000000,23285574,22347
2.0,11.0,3,451,13536,236,742000000,113761388,106718
1.0,15.0,3,314,9427,83,383000000,27214956,26118
10.0,11.0,3,270,8120,417,495000000,121154382,116271
12.0,13.0,3,452,13581,76,672000000,37106394,34809
5.0,11.0,2,312,9363,293,345000000,5998586,90883
17.0,13.0,1,1,30,721,912000000,69090,705
15.0,17.0,1,0,29,961,972000000,92022,939
1.0,13.0,2,305,9179,73,432000000,1325010,22845
10.0,16.0,3,443,13307,290,407000000,139270768,130648
2.0,13.0,3,290,8716,327,481000000,101439742,97351
17.0,15.0,1,0,29,751,295000000,71834,733
0.0,15.0,1,0,29,1550,196000000,135626698,131701
14.0,16.0,2,272,8175,277,925000000,4208598,77937
11.0,16.0,3,311,9338,250,795000000,82235682,78921
16.0,3.0,1,0,29,531,172000000,135510764,130518
9.0,15.0,3,313,9405,153,464000000,50070184,48052
13.0,5.0,2,511,15343,324,108000000,10260972,190018
9.0,15.0,3,307,9226,273,475000000,89180612,85586
16.0,12.0,1,1,30,349,822000000,33418,341
4.0,1.0,1,0,29,883,272000000,84182,859
12.0,2.0,1,0,29,260,977000000,24892,254
0.0,15.0,1,0,29,691,262000000,66052,674
2.0,11.0,1,1,30,178,478000000,17052,174
0.0,16.0,3,0,0,10,711000000,5092282,4777
18.0,11.0,1,1,30,611,607000000,58506,597
14.0,16.0,3,449,13494,140,629000000,67504450,63325
2.0,16.0,3,450,13529,290,271000000,139392292,130762
18.0,16.0,1,0,29,933,292000000,88984,908
12.0,2.0,3,294,8849,227,469000000,73171324,70222
16.0,11.0,1,1,30,830,115000000,135539380,130810
12.0,0.0,3,294,8849,227,469000000,73171324,70222
3.0,0.0,2,438,13146,161,281000000,78865046,71415
18.0,11.0,1,1,30,121,388000000,11564,118
4.0,1.0,1,289,8687,233,12000000,66238898,63569
7.0,13.0,2,255,7657,410,441000000,6433722,119143
1.0,11.0,1,0,29,380,991000000,36358,371
12.0,16.0,2,581,17454,412,954000000,12888504,238676
13.0,6.0,2,295,8857,167,6000000,2977604,51338
18.0,9.0,1,0,29,201,281000000,19208,196
16.0,0.0,1,295,8867,159,756000000,44435048,42644
1.0,11.0,3,307,9210,76,825000000,25091360,24080
16.0,14.0,1,1,30,409,964000000,39200,400
9.0,15.0,3,310,9325,393,441000000,128043044,122882
17.0,0.0,2,446,13401,80,507000000,39359226,34697
18.0,10.0,1,1,30,401,571000000,38416,392
7.0,17.0,1,0,29,1021,643000000,97804,998
14.0,16.0,3,452,13584,260,702000000,124951190,117215
12.0,15.0,3,446,13385,172,88000000,82929470,77795
0.0,3.0,2,441,13244,60,421000000,29512272,26748
16.0,0.0,1,0,12,1041,206000000,97902,999
3.0,15.0,3,446,13388,43,320000000,20642024,19364
3.0,13.0,1,0,29,528,342000000,50470,515
12.0,2.0,1,0,29,538,507000000,51450,525
9.0,15.0,3,308,9258,363,480000000,118337856,113568
17.0,13.0,1,0,5,1048,430000000,97902,999
0.0,12.0,2,225,6775,309,0,6261858,94873
15.0,17.0,1,0,29,341,538000000,32634,333
0.0,4.0,2,449,13472,140,500000000,68721518,61403
16.0,13.0,3,445,13375,236,753000000,113632402,106597
0.0,11.0,3,448,13442,113,16000000,55896776,52436
2.0,13.0,1,0,0,21,598000000,1960,20
4.0,11.0,2,288,8667,304,421000000,6514986,98709
13.0,15.0,1,0,29,970,45000000,92708,946
16.0,14.0,1,0,29,1220,153000000,135595240,131380
3.0,8.0,2,295,8858,281,744000000,5053714,87133
17.0,12.0,2,436,13082,279,22000000,136368906,123361
16.0,14.0,2,0,0,14,286000000,6944122,5749
12.0,5.0,2,280,8405,316,592000000,5441328,93816
6.0,11.0,2,77,2325,323,387000000,6152036,93208
17.0,10.0,2,305,9156,79,35000000,1306044,24186
2.0,12.0,2,289,8670,344,36000000,5684202,105263
7.0,17.0,1,1,30,181,434000000,17346,177
1.0,15.0,3,310,9310,293,372000000,95306530,91465
10.0,17.0,2,449,13496,229,37000000,112064858,100881
10.0,13.0,3,451,13555,225,861000000,108911088,102168
0.0,6.0,2,279,8375,248,478000000,4450978,76741
17.0,13.0,1,0,29,848,361000000,81046,827
7.0,11.0,2,248,7442,52,217000000,831646,12595
16.0,5.0,2,607,18211,213,635000000,6622938,122647
18.0,15.0,1,0,29,489,991000000,46844,478
10.0,13.0,3,78,2369,263,194000000,115888058,108713
0.0,15.0,1,0,29,951,324000000,90944,928
3.0,15.0,1,0,29,31,239000000,2940,30
7.0,17.0,1,1,30,591,351000000,56546,577
13.0,14.0,2,297,8934,347,719000000,6193008,106776
7.0,17.0,1,0,29,631,618000000,60466,617
2.0,12.0,2,438,13151,131,98000000,64106488,58408
1.0,16.0,3,312,9360,50,286000000,16312510,15655
13.0,5.0,2,271,8153,343,450000000,5986470,103215
8.0,3.0,2,311,9334,42,35000000,801090,14835
3.0,15.0,3,453,13615,71,862000000,34914698,32753
16.0,3.0,1,262,7889,100,539000000,28222570,27085
3.0,13.0,3,449,13491,227,81000000,108966520,102220
0.0,3.0,2,443,13312,130,517000000,63395158,57767
14.0,16.0,3,452,13584,260,702000000,124951190,117215
12.0,7.0,2,264,7921,312,286000000,144664072,129676
17.0,10.0,2,282,8484,151,729000000,2494812,43014
11.0,16.0,3,311,9336,370,759000000,120842824,115972
18.0,9.0,1,0,1,1051,703000000,97902,999
9.0,17.0,1,0,29,561,430000000,53606,547
6.0,11.0,2,0,0,22,863000000,691686,12809
17.0,10.0,1,0,29,953,256000000,91336,932
0.0,15.0,3,450,13528,280,610000000,135459818,127073
0.0,16.0,3,443,13306,190,562000000,91305032,85652
13.0,16.0,1,1,30,292,898000000,28028,286
2.0,13.0,3,447,13421,162,732000000,79898832,74952
14.0,2.0,1,304,9121,109,4000000,33395058,32049
14.0,15.0,1,1,30,361,875000000,34594,353
17.0,12.0,1,0,29,313,149000000,29596,302
12.0,10.0,2,320,9607,213,283000000,4525302,68563
16.0,0.0,1,0,29,560,170000000,53508,546
1.0,16.0,3,308,9242,80,686000000,26024992,24976
0.0,16.0,3,451,13533,130,293000000,62610444,58734
15.0,17.0,1,0,29,341,538000000,32634,333
3.0,13.0,3,450,13523,207,245000000,99434348,93278
14.0,1.0,2,333,10015,294,365000000,5997234,90865
1.0,12.0,1,0,29,613,218000000,58310,595
12.0,5.0,2,445,13354,33,195000000,16283206,14699
18.0,11.0,1,0,0,1,371000000,98,1
14.0,16.0,1,0,29,481,837000000,46060,470
6.0,12.0,2,263,7907,230,410000000,3959602,68269
15.0,15.0,1,0,29,661,249000000,63210,645
4.0,11.0,2,303,9091,123,620000000,2056158,38077
1.0,16.0,1,269,8071,361,58000000,104784562,100561
18.0,15.0,1,1,30,311,195000000,29694,303
1.0,16.0,3,308,9243,230,700000000,74246668,71254
14.0,2.0,1,0,29,391,827000000,37436,382
16.0,0.0,1,1,30,421,225000000,40278,411
3.0,13.0,3,0,0,17,165000000,5761218,5529
15.0,12.0,2,296,8899,397,27000000,6580926,121869
13.0,6.0,2,327,9818,35,752000000,771684,11692
0.0,4.0,2,279,8370,255,935000000,4472380,77110
12.0,16.0,2,449,13488,162,272000000,77103782,68347
10.0,13.0,3,443,13309,65,668000000,31417152,29472
16.0,5.0,2,303,9105,211,790000000,3639964,62758
16.0,11.0,1,0,29,120,107000000,11368,116
2.0,11.0,3,0,0,28,111000000,0,0
2.0,11.0,3,238,7165,437,596000000,131984930,126665
14.0,1.0,2,256,7703,54,333000000,915120,13864
6.0,0.0,2,492,14768,350,323000000,10796706,199939
0.0,12.0,2,215,6461,443,180000000,7210908,124326
18.0,11.0,1,0,29,741,934000000,70952,724
1.0,16.0,3,308,9242,80,686000000,26024992,24976
12.0,15.0,3,451,13532,261,320000000,126075820,118270
16.0,12.0,1,0,29,1581,389000000,135629736,131732
0.0,11.0,2,448,13454,124,437000000,61021974,55423
10.0,16.0,1,0,29,643,260000000,61446,627
14.0,16.0,2,288,8649,300,521000000,4928608,84976
5.0,11.0,2,320,9607,213,283000000,4525302,68563
1.0,13.0,2,88,2653,324,385000000,146890432,131852
9.0,15.0,3,313,9400,213,443000000,69715010,66905
1.0,11.0,3,450,13527,145,332000000,70413564,66054
12.0,13.0,3,78,2369,265,340000000,115977602,108797
17.0,17.0,1,0,29,283,9000000,27048,276
5.0,1.0,1,1,30,933,276000000,89376,912
1.0,16.0,3,310,9320,170,492000000,54857132,52646
0.0,16.0,3,451,13535,100,716000000,48294064,45304
4.0,11.0,2,612,18373,233,427000000,7665732,141958
18.0,7.0,1,0,29,301,420000000,28812,294
16.0,2.0,1,282,8465,320,375000000,96518376,92628
12.0,13.0,3,274,8223,287,522000000,90928046,87263
1.0,2.0,1,0,29,33,118000000,3136,32
1.0,16.0,3,312,9360,50,286000000,16312510,15655
12.0,10.0,1,0,29,310,958000000,29694,303
7.0,17.0,1,0,29,1021,680000000,97804,998
3.0,1.0,2,439,13187,121,283000000,59222006,53219
10.0,11.0,1,0,29,468,543000000,44786,457
11.0,16.0,3,311,9359,400,763000000,130594902,125331
16.0,3.0,1,1,30,598,191000000,57232,584
1.0,4.0,1,0,29,653,177000000,62524,638
10.0,13.0,1,0,29,578,340000000,55272,564
0.0,15.0,3,450,13528,283,264000000,135822258,127413
0.0,16.0,3,451,13531,280,570000000,134711486,126371
16.0,17.0,1,1,59,1010,161000000,135573876,131162
17.0,4.0,2,0,0,19,142000000,368872,5586
1.0,15.0,3,247,7431,443,425000000,131507694,126207
2.0,16.0,3,450,13529,290,654000000,139493562,130857
0.0,16.0,3,450,13529,39,737000000,19251960,18060
5.0,17.0,1,298,8950,230,436000000,71626038,68739
17.0,3.0,1,0,29,343,183000000,32732,334
3.0,13.0,3,305,9168,347,439000000,102693268,98554
16.0,12.0,1,0,29,729,952000000,69776,712
3.0,13.0,1,0,29,588,356000000,56252,574
3.0,13.0,1,0,29,648,349000000,61936,632
4.0,11.0,2,621,18650,152,204000000,5092686,94309
10.0,16.0,1,272,8171,48,328000000,15080866,14473
1.0,11.0,3,317,9516,47,396000000,15594572,14966
2.0,16.0,3,447,13438,109,287000000,52804310,49535
16.0,11.0,2,486,14608,466,938000000,13879836,257034
2.0,11.0,1,1,30,1821,452000000,135652766,131967
12.0,7.0,2,298,8948,109,898000000,1384228,23866
