pktrate,pktperflow,Protocol,src,dst,label
1,30,1,1.0,11.0,0.0
86,2604,3,4.0,16.0,1.0
328,9868,2,17.0,10.0,0.0
294,8825,3,12.0,13.0,1.0
293,8813,1,15.0,1.0,1.0
248,7454,3,3.0,13.0,1.0
290,8705,2,15.0,13.0,1.0
0,24,1,16.0,12.0,0.0
0,29,1,16.0,0.0,0.0
0,0,1,16.0,12.0,0.0
451,13532,3,12.0,15.0,0.0
1,30,1,16.0,12.0,0.0
451,13552,2,0.0,16.0,0.0
450,13529,3,13.0,11.0,0.0
446,13393,3,1.0,11.0,0.0
334,10037,2,0.0,6.0,0.0
0,29,1,10.0,15.0,0.0
207,6237,3,1.0,15.0,1.0
207,6237,2,13.0,2.0,1.0
449,13473,2,8.0,3.0,0.0
0,29,1,14.0,3.0,0.0
429,12883,3,18.0,13.0,1.0
303,9092,2,7.0,11.0,0.0
329,9883,2,5.0,0.0,0.0
311,9350,3,1.0,16.0,1.0
0,0,2,14.0,17.0,1.0
299,8976,2,2.0,3.0,1.0
311,9338,3,11.0,16.0,1.0
0,29,1,3.0,13.0,0.0
311,9336,3,11.0,16.0,1.0
309,9296,1,18.0,15.0,1.0
312,9389,3,9.0,15.0,1.0
450,13527,3,14.0,16.0,0.0
340,10201,1,2.0,11.0,1.0
0,29,1,0.0,15.0,0.0
307,9239,3,9.0,15.0,1.0
299,8989,2,7.0,3.0,1.0
0,29,1,2.0,15.0,0.0
337,10131,1,1.0,11.0,1.0
0,0,2,8.0,11.0,0.0
0,0,2,17.0,12.0,0.0
445,13350,2,13.0,6.0,0.0
0,29,1,7.0,17.0,0.0
446,13393,3,12.0,13.0,0.0
450,13527,3,1.0,11.0,0.0
448,13463,3,15.0,16.0,0.0
0,29,1,16.0,10.0,0.0
450,13528,3,0.0,15.0,0.0
0,29,1,16.0,0.0,0.0
324,9741,3,11.0,16.0,1.0
260,7818,2,0.0,4.0,0.0
0,0,1,2.0,13.0,0.0
332,9973,2,16.0,12.0,0.0
217,6519,2,12.0,5.0,0.0
295,8855,1,18.0,5.0,1.0
451,13533,3,10.0,16.0,0.0
0,0,3,3.0,13.0,1.0
0,29,1,17.0,10.0,0.0
0,0,3,18.0,13.0,1.0
287,8639,1,2.0,13.0,1.0
0,0,3,13.0,11.0,1.0
1,30,1,18.0,13.0,0.0
314,9427,3,1.0,15.0,1.0
445,13375,3,17.0,13.0,0.0
1,30,1,12.0,0.0,0.0
286,8602,2,16.0,6.0,1.0
273,8206,2,10.0,16.0,1.0
1,30,1,16.0,3.0,0.0
276,8293,2,14.0,15.0,1.0
301,9035,1,10.0,17.0,1.0
455,13671,3,2.0,11.0,0.0
0,29,1,14.0,2.0,0.0
455,13650,3,0.0,16.0,0.0
446,13385,3,12.0,15.0,0.0
295,8876,2,16.0,5.0,1.0
449,13475,3,13.0,16.0,0.0
0,29,1,18.0,7.0,0.0
0,29,1,16.0,0.0,0.0
0,29,1,16.0,17.0,1.0
332,9982,2,13.0,15.0,0.0
451,13532,3,0.0,15.0,0.0
449,13478,3,13.0,16.0,0.0
0,29,1,14.0,3.0,0.0
1,30,1,2.0,15.0,0.0
0,29,1,16.0,10.0,0.0
450,13526,3,3.0,15.0,0.0
305,9156,3,11.0,16.0,1.0
446,13390,2,2.0,11.0,0.0
0,0,2,12.0,2.0,0.0
0,29,1,18.0,9.0,0.0
1,30,1,1.0,11.0,0.0
296,8888,1,18.0,5.0,1.0
0,29,1,16.0,2.0,0.0
0,29,1,18.0,13.0,0.0
283,8510,1,10.0,15.0,1.0
0,0,2,10.0,3.0,1.0
309,9271,2,8.0,3.0,1.0
312,9386,2,14.0,1.0,1.0
0,0,1,18.0,7.0,0.0
0,0,2,12.0,4.0,1.0
536,16092,2,0.0,5.0,0.0
451,13536,3,15.0,16.0,0.0
305,9168,3,12.0,13.0,1.0
0,0,3,12.0,13.0,1.0
337,10137,1,2.0,11.0,1.0
426,12803,2,13.0,16.0,0.0
264,7940,2,5.0,12.0,1.0
0,29,1,16.0,17.0,0.0
1,30,1,10.0,17.0,0.0
0,29,1,10.0,15.0,0.0
315,9456,3,9.0,15.0,1.0
450,13526,3,12.0,13.0,0.0
1,30,1,1.0,12.0,0.0
0,29,1,16.0,10.0,0.0
449,13491,3,3.0,13.0,0.0
450,13519,2,4.0,11.0,0.0
451,13530,3,18.0,13.0,0.0
296,8905,2,17.0,15.0,1.0
603,18116,2,12.0,2.0,1.0
448,13464,3,10.0,16.0,0.0
332,9989,2,13.0,2.0,0.0
450,13525,3,13.0,16.0,0.0
289,8683,2,17.0,10.0,1.0
181,5445,2,10.0,15.0,0.0
310,9301,3,10.0,11.0,1.0
323,9701,3,1.0,11.0,1.0
1,30,1,18.0,11.0,0.0
317,9518,2,3.0,17.0,0.0
273,8218,2,14.0,7.0,1.0
446,13404,2,6.0,12.0,0.0
0,29,1,3.0,15.0,0.0
322,9672,2,0.0,3.0,0.0
451,13538,3,1.0,11.0,0.0
300,9018,2,14.0,17.0,1.0
1,30,1,14.0,15.0,0.0
0,29,1,9.0,17.0,0.0
1,30,1,10.0,16.0,0.0
0,29,1,15.0,15.0,0.0
451,13532,3,0.0,15.0,0.0
597,17922,2,12.0,8.0,0.0
0,0,2,16.0,5.0,1.0
239,7170,2,0.0,11.0,0.0
337,10116,1,10.0,11.0,1.0
569,17096,2,0.0,12.0,1.0
0,0,3,9.0,15.0,1.0
181,5445,2,10.0,15.0,0.0
0,29,1,7.0,17.0,0.0
305,9168,3,12.0,13.0,1.0
310,9310,3,1.0,15.0,1.0
275,8268,2,0.0,12.0,1.0
1,30,1,18.0,9.0,0.0
451,13532,3,12.0,0.0,0.0
598,17960,2,3.0,17.0,1.0
0,29,1,0.0,15.0,0.0
308,9242,3,1.0,16.0,1.0
0,29,1,18.0,13.0,0.0
0,29,1,12.0,1.0,0.0
272,8174,1,12.0,15.0,1.0
450,13529,3,10.0,16.0,0.0
292,8763,1,3.0,15.0,1.0
313,9400,3,9.0,15.0,1.0
309,9278,1,15.0,15.0,1.0
297,8932,3,3.0,13.0,1.0
312,9387,3,1.0,15.0,1.0
361,10857,2,18.0,11.0,0.0
439,13188,3,15.0,16.0,0.0
0,29,1,16.0,10.0,0.0
298,8968,1,5.0,17.0,1.0
1,30,1,3.0,15.0,0.0
0,29,1,14.0,10.0,0.0
424,12749,2,6.0,15.0,0.0
442,13281,2,3.0,7.0,0.0
436,13082,2,13.0,2.0,0.0
0,29,1,12.0,17.0,0.0
449,13490,2,16.0,6.0,0.0
0,29,1,2.0,13.0,0.0
539,16194,2,2.0,16.0,1.0
0,0,1,17.0,13.0,0.0
0,0,3,12.0,13.0,1.0
453,13615,3,3.0,15.0,0.0
1,30,1,12.0,2.0,0.0
310,9323,2,2.0,3.0,0.0
0,0,2,16.0,5.0,1.0
449,13488,2,13.0,15.0,0.0
0,29,1,2.0,11.0,0.0
1,30,1,18.0,9.0,0.0
314,9427,3,1.0,15.0,1.0
282,8464,2,1.0,11.0,1.0
1,30,1,2.0,15.0,0.0
451,13533,3,0.0,16.0,0.0
0,29,1,13.0,15.0,0.0
0,29,1,13.0,1.0,0.0
1,30,1,1.0,11.0,0.0
0,29,1,14.0,1.0,0.0
309,9273,2,1.0,13.0,1.0
450,13528,3,0.0,15.0,0.0
200,6027,3,2.0,11.0,1.0
450,13527,3,1.0,11.0,0.0
0,29,1,14.0,15.0,0.0
253,7597,3,1.0,16.0,1.0
0,29,1,2.0,15.0,0.0
0,29,1,18.0,9.0,0.0
422,12679,3,3.0,13.0,1.0
289,8673,2,16.0,2.0,1.0
447,13417,2,10.0,16.0,0.0
451,13538,3,10.0,13.0,0.0
334,10032,2,14.0,1.0,0.0
295,8855,1,18.0,10.0,1.0
451,13548,3,4.0,11.0,0.0
0,29,1,10.0,16.0,0.0
0,28,1,1.0,14.0,0.0
1,30,1,16.0,2.0,0.0
298,8941,1,16.0,11.0,1.0
451,13538,3,1.0,11.0,0.0
450,13522,2,18.0,1.0,0.0
450,13527,3,0.0,15.0,0.0
0,29,1,1.0,11.0,0.0
0,2,1,18.0,13.0,0.0
303,9109,3,1.0,16.0,1.0
1,30,1,18.0,7.0,0.0
288,8660,3,18.0,13.0,1.0
254,7633,2,6.0,0.0,0.0
453,13601,3,13.0,11.0,0.0
17,538,2,10.0,3.0,1.0
281,8431,2,12.0,6.0,1.0
0,29,1,10.0,15.0,0.0
0,29,1,1.0,14.0,0.0
125,3775,2,16.0,10.0,0.0
455,13663,3,13.0,16.0,0.0
0,29,1,16.0,10.0,0.0
0,29,1,1.0,2.0,0.0
236,7106,3,9.0,15.0,1.0
448,13468,3,18.0,13.0,0.0
451,13536,3,0.0,11.0,0.0
438,13169,2,1.0,3.0,0.0
78,2369,3,3.0,13.0,1.0
269,8089,2,7.0,13.0,1.0
273,8206,2,17.0,10.0,1.0
451,13552,2,17.0,0.0,0.0
200,6027,3,2.0,11.0,1.0
597,17938,2,5.0,0.0,0.0
443,13296,2,12.0,4.0,0.0
0,29,1,16.0,10.0,0.0
0,29,1,10.0,17.0,0.0
307,9225,3,2.0,11.0,1.0
294,8825,3,2.0,11.0,1.0
241,7237,2,8.0,11.0,0.0
0,0,1,17.0,13.0,0.0
276,8305,2,13.0,2.0,1.0
0,29,1,14.0,1.0,0.0
1,30,1,10.0,13.0,0.0
444,13342,2,5.0,12.0,0.0
1,30,1,16.0,0.0,0.0
332,9988,1,1.0,11.0,1.0
96,2900,3,12.0,15.0,1.0
0,29,1,12.0,13.0,0.0
0,0,1,13.0,16.0,0.0
456,13680,2,13.0,16.0,0.0
274,8223,3,12.0,13.0,1.0
0,29,1,16.0,14.0,0.0
0,29,1,10.0,15.0,0.0
450,13526,3,12.0,15.0,0.0
310,9322,3,12.0,13.0,1.0
285,8553,1,1.0,11.0,1.0
0,29,1,15.0,1.0,0.0
451,13533,3,0.0,16.0,0.0
299,8973,2,5.0,12.0,1.0
311,9350,3,1.0,16.0,1.0
308,9248,2,0.0,3.0,1.0
297,8936,2,13.0,17.0,1.0
444,13349,2,18.0,13.0,0.0
201,6058,2,18.0,3.0,1.0
315,9456,2,3.0,2.0,0.0
451,13533,3,10.0,16.0,0.0
324,9723,1,12.0,13.0,1.0
0,29,1,14.0,2.0,0.0
202,6086,3,1.0,15.0,1.0
290,8703,1,15.0,1.0,1.0
335,10073,2,5.0,0.0,0.0
111,3334,3,12.0,13.0,1.0
528,15858,2,7.0,11.0,0.0
0,29,1,0.0,15.0,0.0
306,9208,3,12.0,13.0,1.0
445,13375,3,17.0,13.0,0.0
437,13114,2,14.0,10.0,0.0
0,29,1,16.0,17.0,0.0
273,8196,3,16.0,13.0,1.0
1,30,1,16.0,3.0,0.0
0,29,1,18.0,15.0,0.0
311,9343,3,11.0,16.0,1.0
0,0,1,16.0,2.0,0.0
282,8489,1,2.0,15.0,1.0
1,30,1,12.0,0.0,0.0
1,30,1,17.0,3.0,0.0
331,9934,2,18.0,10.0,0.0
1,30,1,18.0,7.0,0.0
0,29,1,17.0,10.0,0.0
0,0,2,6.0,12.0,1.0
0,0,3,12.0,15.0,1.0
321,9641,2,5.0,11.0,0.0
343,10300,2,4.0,0.0,0.0
0,29,1,18.0,5.0,0.0
0,29,1,3.0,13.0,0.0
0,0,2,12.0,8.0,1.0
78,2369,3,2.0,11.0,1.0
0,13,1,16.0,0.0,0.0
266,8003,2,15.0,16.0,1.0
0,29,1,10.0,16.0,0.0
0,29,1,2.0,11.0,0.0
290,8712,1,4.0,1.0,1.0
257,7718,1,16.0,3.0,1.0
557,16715,2,7.0,13.0,1.0
0,29,1,18.0,9.0,0.0
1,30,1,16.0,2.0,0.0
0,29,1,3.0,16.0,0.0
260,7816,2,8.0,11.0,0.0
0,29,1,16.0,14.0,0.0
78,2369,3,12.0,13.0,1.0
0,29,1,2.0,15.0,0.0
0,29,1,10.0,13.0,0.0
0,29,1,5.0,17.0,0.0
325,9766,2,3.0,7.0,0.0
285,8575,2,12.0,6.0,1.0
441,13245,2,5.0,0.0,0.0
264,7947,3,1.0,16.0,1.0
455,13663,3,13.0,16.0,0.0
188,5655,3,17.0,13.0,1.0
560,16811,2,6.0,11.0,1.0
82,2469,2,14.0,10.0,1.0
453,13615,3,3.0,15.0,0.0
301,9052,2,0.0,6.0,0.0
325,9774,2,16.0,6.0,0.0
0,29,1,16.0,10.0,0.0
451,13532,3,16.0,13.0,0.0
443,13310,2,0.0,4.0,0.0
278,8343,2,15.0,12.0,1.0
0,29,1,1.0,13.0,0.0
447,13421,3,2.0,11.0,0.0
300,9008,2,10.0,17.0,0.0
0,29,1,1.0,11.0,0.0
449,13474,3,10.0,16.0,0.0
15,477,2,18.0,13.0,1.0
282,8465,1,16.0,2.0,1.0
0,29,1,14.0,17.0,0.0
453,13615,3,3.0,15.0,0.0
0,29,1,16.0,10.0,1.0
451,13533,3,10.0,16.0,0.0
1,30,1,16.0,13.0,0.0
265,7952,3,4.0,16.0,1.0
451,13541,3,12.0,15.0,0.0
0,0,3,2.0,11.0,1.0
1,30,1,16.0,2.0,1.0
451,13532,3,2.0,11.0,0.0
0,29,1,12.0,15.0,0.0
0,0,3,2.0,11.0,1.0
308,9240,2,15.0,13.0,1.0
305,9154,2,1.0,13.0,1.0
451,13530,3,1.0,11.0,0.0
1,30,1,13.0,16.0,0.0
1,30,1,15.0,1.0,0.0
0,29,1,12.0,15.0,0.0
41,1234,3,17.0,13.0,0.0
246,7398,3,1.0,16.0,1.0
283,8510,1,16.0,10.0,1.0
0,0,2,3.0,17.0,0.0
0,0,3,9.0,15.0,1.0
1,30,1,10.0,15.0,0.0
450,13529,3,0.0,11.0,0.0
0,29,1,16.0,14.0,0.0
452,13585,3,2.0,16.0,0.0
0,29,1,1.0,14.0,0.0
0,29,1,16.0,11.0,0.0
228,6841,2,6.0,0.0,0.0
0,29,1,2.0,13.0,0.0
451,13530,3,13.0,16.0,0.0
200,6027,3,3.0,13.0,1.0
449,13474,2,7.0,3.0,0.0
233,7005,2,17.0,10.0,1.0
583,17512,2,14.0,1.0,1.0
253,7597,3,1.0,16.0,1.0
0,29,1,2.0,15.0,0.0
181,5445,2,3.0,15.0,0.0
298,8956,2,6.0,0.0,0.0
0,29,1,16.0,0.0,0.0
0,29,1,16.0,17.0,0.0
1,30,1,1.0,16.0,0.0
311,9357,3,10.0,13.0,1.0
280,8407,3,1.0,16.0,1.0
1,30,1,18.0,10.0,0.0
0,29,1,13.0,1.0,0.0
314,9435,3,1.0,15.0,1.0
326,9794,2,7.0,3.0,0.0
448,13466,3,10.0,11.0,0.0
0,29,1,15.0,17.0,0.0
180,5420,2,13.0,6.0,1.0
314,9432,2,3.0,7.0,1.0
0,29,1,18.0,7.0,0.0
308,9248,2,0.0,5.0,1.0
446,13393,3,17.0,13.0,0.0
309,9292,3,4.0,16.0,1.0
0,29,1,16.0,14.0,0.0
247,7431,3,1.0,15.0,1.0
0,29,1,12.0,1.0,0.0
608,18265,2,2.0,11.0,1.0
569,17097,2,6.0,11.0,1.0
0,29,1,16.0,2.0,0.0
1,30,1,0.0,15.0,0.0
0,28,1,3.0,13.0,0.0
1,30,1,1.0,12.0,0.0
435,13066,2,14.0,14.0,0.0
137,4124,3,2.0,16.0,1.0
1,30,1,7.0,17.0,0.0
0,29,1,18.0,9.0,0.0
0,29,1,3.0,13.0,0.0
447,13438,3,15.0,16.0,0.0
11,332,3,13.0,11.0,1.0
8,269,2,3.0,17.0,1.0
0,29,1,12.0,17.0,0.0
0,0,3,1.0,15.0,1.0
0,0,1,16.0,3.0,1.0
294,8849,3,18.0,13.0,1.0
0,28,1,3.0,13.0,0.0
11,350,2,14.0,17.0,1.0
0,0,2,1.0,3.0,0.0
297,8934,2,13.0,17.0,1.0
0,0,3,1.0,15.0,1.0
295,8855,2,13.0,5.0,1.0
315,9456,3,9.0,15.0,1.0
314,9435,3,1.0,15.0,1.0
314,9432,3,11.0,16.0,1.0
283,8506,2,7.0,11.0,0.0
300,9019,2,17.0,0.0,0.0
450,13529,3,1.0,11.0,0.0
314,9423,3,1.0,15.0,1.0
451,13533,3,18.0,13.0,0.0
444,13326,2,2.0,12.0,0.0
450,13526,3,3.0,15.0,0.0
1,30,1,18.0,3.0,0.0
0,29,1,16.0,3.0,0.0
312,9376,2,7.0,3.0,1.0
327,9811,2,10.0,3.0,0.0
1,30,1,12.0,2.0,1.0
422,12679,3,3.0,13.0,1.0
318,9552,1,3.0,13.0,1.0
0,29,1,3.0,16.0,0.0
1,30,1,16.0,13.0,0.0
450,13529,3,1.0,11.0,0.0
310,9314,3,1.0,15.0,1.0
260,7828,2,5.0,0.0,0.0
451,13531,3,12.0,13.0,0.0
429,12883,3,18.0,13.0,1.0
0,29,1,10.0,15.0,0.0
0,0,2,1.0,3.0,1.0
447,13429,3,3.0,15.0,0.0
0,29,1,14.0,3.0,0.0
566,16980,2,13.0,16.0,1.0
1,30,1,14.0,1.0,0.0
125,3775,2,16.0,3.0,0.0
439,13187,2,3.0,10.0,0.0
256,7695,2,13.0,5.0,1.0
0,29,1,0.0,15.0,0.0
330,9920,2,17.0,4.0,0.0
451,13552,2,0.0,5.0,0.0
0,29,1,13.0,15.0,1.0
308,9241,2,10.0,3.0,0.0
238,7165,3,12.0,2.0,1.0
597,17938,2,6.0,0.0,0.0
246,7400,1,16.0,0.0,1.0
1,30,1,14.0,15.0,0.0
251,7536,2,17.0,12.0,1.0
553,16608,2,6.0,11.0,1.0
282,8484,2,10.0,16.0,1.0
0,29,1,9.0,17.0,0.0
0,29,1,5.0,17.0,0.0
256,7689,3,0.0,11.0,1.0
314,9442,3,11.0,16.0,1.0
1,30,1,17.0,1.0,0.0
1,30,1,16.0,10.0,0.0
0,29,1,14.0,15.0,1.0
1,58,1,16.0,10.0,1.0
1,30,1,18.0,10.0,0.0
0,29,1,2.0,11.0,1.0
0,29,1,10.0,15.0,0.0
0,0,1,18.0,14.0,1.0
320,9607,2,12.0,10.0,0.0
443,13306,3,0.0,16.0,0.0
439,13184,2,15.0,13.0,0.0
215,6461,2,13.0,2.0,1.0
255,7674,3,3.0,13.0,1.0
0,29,1,16.0,12.0,1.0
456,13684,3,14.0,16.0,0.0
450,13529,3,10.0,16.0,0.0
1,30,1,3.0,17.0,0.0
265,7959,3,10.0,13.0,1.0
438,13146,2,10.0,3.0,0.0
0,29,1,16.0,13.0,1.0
446,13385,3,0.0,15.0,0.0
0,29,1,2.0,11.0,0.0
0,29,1,14.0,16.0,0.0
0,29,1,0.0,15.0,0.0
1,30,1,16.0,14.0,0.0
1,30,1,0.0,11.0,0.0
1,30,1,2.0,11.0,0.0
1,30,1,16.0,0.0,1.0
449,13492,3,3.0,13.0,0.0
0,0,2,0.0,11.0,1.0
353,10609,2,12.0,8.0,0.0
590,17714,2,13.0,6.0,1.0
590,17703,2,12.0,5.0,1.0
448,13463,3,10.0,16.0,0.0
332,9988,1,10.0,11.0,1.0
1,30,1,12.0,13.0,0.0
0,29,1,12.0,0.0,1.0
0,29,1,12.0,17.0,0.0
0,29,1,2.0,13.0,0.0
277,8314,3,2.0,11.0,1.0
454,13649,3,17.0,13.0,0.0
0,29,1,16.0,12.0,0.0
0,29,1,0.0,15.0,0.0
0,29,1,2.0,11.0,0.0
290,8712,1,17.0,10.0,1.0
0,29,1,15.0,15.0,0.0
306,9203,2,15.0,17.0,0.0
0,29,1,0.0,11.0,0.0
0,0,1,14.0,16.0,0.0
0,29,1,16.0,14.0,0.0
321,9651,2,3.0,13.0,0.0
0,0,3,18.0,13.0,0.0
0,29,1,12.0,17.0,0.0
0,29,1,14.0,1.0,0.0
313,9405,3,9.0,15.0,1.0
0,29,1,18.0,10.0,0.0
306,9205,2,6.0,11.0,0.0
296,8906,2,18.0,12.0,1.0
0,29,1,16.0,0.0,0.0
0,0,1,1.0,13.0,0.0
0,29,1,17.0,3.0,0.0
329,9881,2,0.0,6.0,0.0
286,8590,2,6.0,11.0,1.0
1,30,1,7.0,17.0,0.0
247,7431,3,1.0,15.0,1.0
441,13232,2,13.0,14.0,0.0
448,13466,3,2.0,11.0,0.0
325,9756,2,10.0,3.0,0.0
449,13470,2,18.0,10.0,0.0
333,10015,2,14.0,14.0,0.0
287,8621,3,1.0,15.0,1.0
288,8641,2,14.0,17.0,1.0
0,29,1,16.0,10.0,0.0
300,9006,2,17.0,4.0,0.0
0,29,1,16.0,10.0,0.0
447,13438,3,15.0,16.0,0.0
305,9168,3,0.0,11.0,1.0
493,14790,2,14.0,17.0,1.0
217,6516,2,0.0,5.0,0.0
0,29,1,14.0,15.0,0.0
449,13487,2,6.0,15.0,0.0
444,13346,2,17.0,10.0,0.0
600,18016,2,15.0,12.0,1.0
447,13429,3,3.0,15.0,0.0
448,13463,3,15.0,16.0,0.0
0,0,1,14.0,10.0,0.0
0,0,2,13.0,14.0,1.0
398,11963,2,5.0,15.0,0.0
267,8033,2,6.0,12.0,1.0
207,6237,3,1.0,15.0,1.0
0,29,1,17.0,13.0,0.0
132,3971,1,1.0,12.0,1.0
284,8526,2,14.0,15.0,1.0
0,0,1,18.0,11.0,0.0
597,17912,2,5.0,0.0,0.0
308,9242,3,1.0,16.0,1.0
455,13650,3,0.0,16.0,0.0
0,0,3,10.0,13.0,1.0
307,9210,3,12.0,13.0,1.0
283,8509,2,16.0,0.0,1.0
326,9784,3,3.0,13.0,1.0
289,8672,2,15.0,15.0,1.0
424,12733,2,4.0,0.0,0.0
1,30,1,16.0,3.0,0.0
274,8223,3,3.0,13.0,1.0
451,13532,3,0.0,15.0,0.0
291,8755,2,18.0,10.0,1.0
0,29,1,16.0,13.0,0.0
0,29,1,16.0,10.0,0.0
307,9226,3,9.0,15.0,1.0
138,4153,1,13.0,1.0,1.0
0,29,1,0.0,15.0,0.0
1,30,1,0.0,15.0,0.0
272,8167,3,12.0,13.0,1.0
335,10073,2,5.0,0.0,0.0
451,13531,3,0.0,16.0,0.0
0,29,1,1.0,4.0,0.0
451,13535,3,12.0,15.0,0.0
1,30,1,10.0,17.0,0.0
453,13615,3,3.0,15.0,0.0
298,8969,2,5.0,0.0,0.0
0,3,1,16.0,2.0,0.0
1,30,1,14.0,1.0,0.0
389,11678,2,13.0,11.0,0.0
267,8033,2,13.0,6.0,1.0
0,0,3,0.0,16.0,1.0
148,4461,3,3.0,13.0,1.0
290,8703,1,1.0,14.0,1.0
205,6163,2,17.0,10.0,1.0
0,29,1,4.0,1.0,0.0
0,29,1,1.0,13.0,0.0
0,29,1,2.0,15.0,0.0
448,13445,2,16.0,16.0,0.0
312,9376,3,2.0,11.0,1.0
585,17559,2,18.0,3.0,1.0
446,13394,2,17.0,10.0,0.0
559,16786,2,6.0,11.0,1.0
1,30,1,18.0,13.0,0.0
448,13454,3,2.0,16.0,0.0
1,30,1,14.0,11.0,0.0
288,8641,3,0.0,16.0,1.0
0,29,1,12.0,17.0,0.0
1,30,1,16.0,10.0,0.0
449,13491,3,17.0,13.0,0.0
0,29,1,3.0,13.0,0.0
446,13393,2,4.0,16.0,0.0
303,9093,1,3.0,15.0,1.0
305,9168,3,18.0,13.0,1.0
451,13535,3,0.0,16.0,0.0
0,29,1,16.0,0.0,0.0
228,6844,1,14.0,2.0,1.0
126,3792,3,1.0,15.0,1.0
451,13532,3,18.0,13.0,0.0
314,9432,3,11.0,16.0,1.0
447,13420,3,12.0,13.0,0.0
272,8181,2,12.0,8.0,0.0
304,9142,1,16.0,3.0,1.0
82,2466,2,4.0,11.0,1.0
285,8575,2,12.0,6.0,1.0
331,9956,2,0.0,3.0,0.0
0,29,1,9.0,17.0,0.0
138,4153,1,2.0,13.0,1.0
1,30,1,17.0,10.0,0.0
304,9143,1,16.0,10.0,1.0
448,13443,3,1.0,11.0,0.0
1,30,1,12.0,13.0,0.0
310,9322,3,1.0,11.0,1.0
248,7449,2,12.0,2.0,0.0
262,7886,3,12.0,13.0,1.0
261,7843,2,16.0,5.0,1.0
253,7594,1,5.0,1.0,1.0
260,7816,2,12.0,8.0,0.0
0,29,1,16.0,10.0,0.0
0,29,1,7.0,17.0,0.0
0,29,1,17.0,1.0,0.0
279,8396,2,1.0,11.0,1.0
576,17282,2,14.0,17.0,1.0
284,8531,1,14.0,11.0,1.0
449,13474,3,13.0,16.0,0.0
314,9424,2,3.0,7.0,1.0
1,30,1,17.0,3.0,0.0
447,13429,3,3.0,15.0,0.0
344,10322,3,2.0,13.0,1.0
277,8314,3,3.0,13.0,1.0
452,13586,3,15.0,16.0,0.0
308,9243,1,2.0,15.0,1.0
1,30,1,1.0,16.0,0.0
1,30,1,0.0,15.0,0.0
301,9054,2,14.0,14.0,0.0
322,9684,2,14.0,7.0,0.0
0,29,1,12.0,10.0,0.0
1,58,1,16.0,2.0,1.0
262,7886,3,17.0,13.0,1.0
0,0,3,18.0,13.0,1.0
1,30,1,16.0,0.0,0.0
207,6237,3,1.0,15.0,1.0
541,16236,2,14.0,15.0,1.0
0,29,1,16.0,16.0,0.0
310,9323,2,18.0,12.0,1.0
0,2,1,12.0,13.0,0.0
287,8629,2,12.0,17.0,0.0
283,8509,2,14.0,16.0,1.0
0,29,1,14.0,3.0,0.0
0,0,3,18.0,13.0,0.0
451,13530,3,13.0,16.0,0.0
286,8593,2,17.0,2.0,1.0
264,7929,2,12.0,7.0,0.0
251,7538,2,12.0,2.0,0.0
593,17811,2,4.0,16.0,1.0
0,29,1,3.0,16.0,0.0
0,0,1,18.0,16.0,0.0
317,9535,2,3.0,0.0,1.0
0,29,1,18.0,7.0,0.0
314,9439,3,1.0,15.0,1.0
0,29,1,17.0,3.0,0.0
290,8706,2,18.0,12.0,1.0
0,29,1,3.0,15.0,1.0
449,13492,3,1.0,11.0,0.0
291,8749,2,12.0,6.0,1.0
451,13532,3,3.0,15.0,0.0
0,29,1,17.0,13.0,0.0
0,29,1,14.0,17.0,0.0
0,0,1,12.0,15.0,0.0
424,12733,2,0.0,6.0,0.0
437,13114,2,14.0,7.0,0.0
288,8660,3,12.0,13.0,1.0
0,0,2,0.0,5.0,1.0
453,13601,3,13.0,11.0,0.0
447,13414,2,3.0,1.0,0.0
0,29,1,16.0,2.0,0.0
260,7819,2,0.0,4.0,1.0
0,29,1,1.0,11.0,0.0
8,269,2,10.0,3.0,1.0
553,16608,2,6.0,11.0,1.0
450,13529,3,15.0,16.0,0.0
451,13531,3,12.0,13.0,0.0
0,29,1,16.0,3.0,0.0
307,9213,2,12.0,4.0,1.0
340,10203,1,1.0,11.0,1.0
294,8837,2,15.0,17.0,1.0
268,8040,3,4.0,16.0,1.0
0,29,1,3.0,17.0,0.0
246,7398,3,1.0,16.0,1.0
333,9998,2,4.0,11.0,0.0
277,8314,3,12.0,13.0,1.0
451,13536,3,2.0,11.0,0.0
248,7464,3,3.0,15.0,1.0
1,30,1,16.0,0.0,0.0
122,3683,2,15.0,17.0,1.0
301,9043,1,18.0,3.0,1.0
0,29,1,18.0,10.0,0.0
279,8375,2,0.0,5.0,0.0
0,28,1,7.0,17.0,0.0
1,59,1,2.0,15.0,1.0
0,29,1,18.0,11.0,0.0
0,0,2,0.0,5.0,1.0
319,9579,1,14.0,17.0,1.0
226,6795,3,1.0,16.0,1.0
296,8906,2,15.0,12.0,1.0
337,10137,1,1.0,11.0,1.0
450,13525,3,10.0,16.0,0.0
333,10017,1,12.0,2.0,1.0
281,8440,1,16.0,17.0,1.0
0,29,1,16.0,2.0,0.0
453,13615,3,3.0,15.0,0.0
0,29,1,10.0,16.0,0.0
307,9225,3,1.0,11.0,1.0
450,13525,3,13.0,16.0,0.0
340,10203,1,12.0,1.0,1.0
248,7443,2,17.0,12.0,1.0
305,9168,3,18.0,13.0,1.0
303,9107,2,3.0,17.0,0.0
0,22,1,7.0,17.0,0.0
443,13299,3,13.0,16.0,0.0
